15.220	-12.818
15.716	-13.283
15.815	-12.559
16.413	-13.776
16.115	-13.364
16.519	-12.543
16.405	-13.290
15.508	-14.737
16.776	-16.409
17.228	-15.676
16.663	-17.162
15.107	-15.592
14.960	-16.512
15.657	-16.467
15.903	-16.237
15.000	-16.781
15.229	-16.187
15.847	-14.196
15.729	-15.464
16.740	-17.892
15.930	-16.772
16.770	-16.666
15.907	-17.289
15.607	-17.365
15.382	-17.067
16.639	-14.458
17.853	-17.739
17.472	-17.489
16.386	-14.854
16.024	-15.839
17.068	-12.270
18.653	-14.116
17.726	-14.157
15.544	-11.784
16.999	-10.510
17.974	-10.739
18.066	-8.864
18.124	-10.307
16.751	-8.404
17.852	-10.395
18.014	-11.701
15.998	-9.881
15.269	-9.177
16.379	-9.427
16.378	-8.738
17.049	-9.390
15.949	-11.106
16.261	-10.169
16.691	-9.734
15.821	-8.464
14.208	-9.620
16.380	-10.362
16.790	-8.842
16.710	-8.807
15.362	-5.590
15.390	-8.446
16.007	-9.662
15.543	-5.492
15.500	-6.425
15.968	-6.469
15.720	-6.752
15.688	-7.609
17.038	-8.824
15.072	-9.861
15.730	-8.417
15.782	-9.094
14.590	-9.637
15.726	-9.250
15.010	-10.118
15.430	-7.044
15.054	-8.685
13.073	-6.950
15.466	-7.388
14.897	-8.880
16.158	-10.104
14.927	-8.690
15.140	-7.387
15.526	-6.178
16.164	-9.139
16.173	-7.002
16.600	-5.898
16.843	-6.667
15.867	-6.831
16.311	-7.521
16.911	-7.909
15.812	-5.784
15.330	-6.397
15.617	-8.489
17.202	-8.060
17.315	-7.952
17.227	-8.882
16.909	-8.090
16.982	-7.078
16.047	-7.368
15.136	-5.516
14.550	-8.205
15.701	-9.068
15.691	-8.521
17.016	-9.364
14.544	-7.207
14.376	-8.792
15.367	-9.122
16.101	-8.889
15.261	-8.472
15.820	-7.781
14.134	-9.743
14.561	-7.858
13.066	-6.515
13.578	-9.720
12.758	-9.727
10.922	-5.924
12.958	-6.907
11.744	-6.260
12.763	-8.342
11.719	-5.356
12.023	-8.169
12.784	-9.295
13.488	-8.417
13.106	-8.709
14.090	-11.743
13.763	-12.668
15.725	-12.476
16.121	-15.364
14.547	-13.679
15.021	-12.831
13.569	-12.197
15.277	-14.974
15.863	-14.734
15.492	-14.441
15.098	-14.931
13.922	-12.835
14.836	-11.588
15.380	-12.534
14.917	-11.407
16.901	-12.580
16.742	-11.608
15.856	-12.587
17.124	-15.137
15.521	-14.115
16.965	-13.612
16.557	-12.204
16.684	-11.923
14.876	-12.307
18.833	-13.858
15.101	-13.456
15.794	-13.445
14.948	-13.572
15.276	-12.923
14.410	-12.184
15.389	-13.997
16.054	-15.032
16.663	-13.576
16.841	-12.796
15.822	-11.569
15.910	-12.918
16.516	-13.836
17.134	-13.978
16.205	-13.914
15.632	-10.779
15.037	-13.196
17.212	-13.895
16.914	-13.608
16.808	-12.029
16.404	-13.476
15.821	-12.328
17.600	-12.186
16.287	-12.281
14.966	-12.910
12.861	-12.368
12.906	-9.279
16.173	-12.368
13.702	-11.706
15.626	-14.081
14.524	-12.181
15.067	-10.574
14.719	-11.715
15.875	-11.790
15.126	-10.549
15.707	-12.009
16.824	-10.444
16.368	-11.078
16.858	-12.310
17.483	-10.652
16.652	-12.275
16.344	-12.000
14.973	-10.599
16.456	-13.350
14.221	-8.379
16.950	-10.254
16.498	-9.603
15.688	-11.358
14.972	-10.373
16.591	-11.653
16.107	-10.505
15.780	-10.703
14.343	-7.144
15.067	-7.757
13.368	-6.464
13.989	-9.652
15.148	-7.341
13.892	-9.640
17.187	-9.510
16.036	-10.017
12.572	-5.667
12.678	-8.140
14.186	-9.950
14.256	-9.345
15.144	-9.911
14.539	-10.357
14.711	-9.234
12.198	-7.218
14.679	-6.684
15.771	-7.479
14.569	-6.814
14.627	-9.614
14.437	-8.882
16.443	-7.870
17.436	-9.665
16.611	-9.418
16.934	-8.646
16.464	-8.285
14.468	-7.005
16.076	-7.846
12.518	-8.206
12.582	-8.128
14.634	-8.347
15.761	-8.779
17.401	-8.789
18.502	-10.942
19.284	-11.110
16.904	-11.036
15.429	-9.375
14.992	-9.003
13.454	-8.559
17.545	-8.794
16.188	-4.076
16.747	-8.109
15.976	-5.848
17.437	-7.096
17.192	-5.317
13.622	-4.887
17.092	-8.028
14.787	-9.149
15.423	-9.686
16.216	-10.268
16.027	-7.824
16.182	-10.608
15.199	-7.362
15.791	-8.436
14.427	-7.141
15.281	-8.445
13.400	-5.312
14.314	-4.915
13.948	-5.696
15.340	-5.005
12.741	-7.069
14.129	-6.615
13.814	-7.523
14.173	-6.682
12.650	-7.519
18.225	-5.559
16.251	-7.591
15.376	-6.286
14.394	-8.127
13.047	-6.516
13.791	-7.890
15.891	-7.126
15.063	-7.300
14.412	-8.218
14.952	-8.144
15.101	-6.887
14.584	-7.227
14.564	-7.047
15.921	-7.753
16.937	-9.078
16.351	-7.293
14.816	-7.102
13.935	-7.499
12.979	-8.633
11.776	-6.872
16.198	-9.953
17.730	-9.024
15.821	-7.167
13.430	-5.757
15.414	-6.880
14.046	-6.866
14.099	-6.420
17.557	-5.742
16.313	-5.693
14.862	-6.008
12.893	-5.241
12.436	-4.632
15.160	-5.770
14.406	-7.125
15.790	-4.834
14.065	-5.438
15.686	-7.720
16.276	-7.828
15.738	-6.180
13.152	-6.061
15.076	-5.879
14.033	-4.984
12.920	-3.991
11.792	-5.381
14.737	-5.895
13.704	-4.746
12.153	-1.626
12.477	-3.723
13.143	-5.186
12.694	-2.953
13.693	-4.187
15.408	-4.223
13.312	-0.723
13.694	-4.218
14.303	-5.738
14.488	-4.040
13.778	-4.519
12.677	-3.654
15.950	-4.122
14.376	-3.655
15.828	-4.782
15.457	-4.199
14.106	-4.492
15.552	-3.920
14.629	-0.542
14.296	-2.063
15.495	-2.777
14.074	-1.736
14.707	-4.717
14.233	-5.370
14.396	-3.050
12.316	-1.933
14.554	-2.535
15.329	-4.182
14.290	-1.449
13.956	-1.754
13.747	-1.289
13.550	-1.537
14.631	-1.194
15.584	-2.952
15.378	-2.127
14.938	-2.868
14.670	-1.543
15.039	-0.698
13.250	-1.756
14.567	-3.500
14.640	-2.652
17.810	-4.955
17.912	-4.067
14.973	-1.483
14.187	-2.178
14.627	-3.606
15.696	-4.516
16.227	-4.965
16.472	-2.748
15.702	-3.133
15.523	-4.138
14.759	-3.273
13.584	-3.150
16.552	-2.875
16.146	-3.196
15.882	-2.704
15.224	-0.991
14.674	-2.083
16.175	-1.520
14.722	-0.302
14.485	-0.996
16.147	-3.770
14.570	-1.641
13.663	-0.243
14.498	0.158
14.546	-2.071
14.002	-1.857
14.650	-1.280
13.304	-0.525
13.672	2.838
14.504	0.564
14.572	0.468
15.399	-1.990
13.964	-1.191
12.284	-1.899
11.981	1.309
8.972	-0.732
10.700	-0.131
8.212	-0.262
10.032	-0.451
10.376	1.590
10.039	2.552
10.222	0.462
8.362	1.292
8.497	0.834
10.436	1.700
10.780	0.710
10.244	2.442
12.294	2.225
9.790	1.274
8.565	1.800
10.161	2.472
10.416	2.542
9.707	1.757
9.838	1.423
7.855	1.828
8.695	2.074
9.671	4.061
7.733	3.366
7.540	2.605
7.202	1.718
7.310	3.767
7.873	2.114
8.697	1.904
11.213	1.016
9.548	1.184
8.192	1.696
7.641	3.065
6.854	3.509
6.342	5.096
4.741	6.080
4.893	6.679
4.133	5.740
6.293	6.195
5.504	5.580
5.336	5.408
4.528	5.256
5.611	5.637
4.743	4.615
6.024	5.136
7.054	3.148
7.243	6.588
7.749	4.380
6.406	5.517
6.044	5.488
5.450	3.318
4.568	4.344
6.054	5.674
5.506	3.677
5.977	5.026
6.332	4.833
5.179	5.545
4.745	3.793
6.523	3.701
5.252	4.002
7.109	2.962
7.280	3.544
5.662	5.603
6.334	4.972
5.973	2.658
4.562	3.447
6.031	3.239
4.519	4.680
4.037	5.589
5.718	4.582
5.898	2.083
6.097	5.822
6.553	4.317
4.998	4.425
2.891	5.797
4.177	3.907
2.152	4.745
4.730	4.106
5.134	3.803
4.754	1.824
6.238	2.030
4.676	2.665
4.455	3.268
5.717	2.113
5.089	0.847
5.288	1.850
8.046	3.656
8.900	3.099
10.158	3.006
10.597	2.700
10.805	4.500
9.941	3.906
11.115	3.926
10.593	2.356
8.889	5.052
8.910	4.661
7.296	3.897
6.780	2.143
6.732	3.366
6.031	5.044
6.407	4.299
6.775	3.611
6.996	6.332
3.838	6.308
6.832	5.689
4.177	5.559
6.731	3.756
6.154	3.075
3.123	3.182
2.808	2.932
2.250	5.978
4.747	4.591
3.135	4.933
1.328	3.905
5.249	3.766
1.536	5.254
4.184	2.670
